EcommerceSite,ReviewId,title_text,Review,Label,reviewCls
Flipkart.com,925076148,Good service they provide,As many of the option I used on this platform. I never get disagree with their service they deliver our ordered on right time or before the time of expected delivery dates  sometimes. And I never faced  problems in returning the products with this platform . It is also one of the most popular platform for online shopping. I also used many times this platform for my many of the products. They sell the products also in valuable prices as expected . And this application runs softly to hang up I seen in it.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,2,Positive
Flipkart.com,925076148,Flipkart travel is a scam,"I had booked a flight from New Delhi to Raleigh on 16th July 2021(PNR: 2HJR75). The flight was from Qatar airways and I booked the flight through Flipkart travel. The flight route was New Delhi -> Doha -> Boston -> Raleigh for 6th August 2021. On 18th July 2021, I received an email from Qatar airways that my flight from Boston to Raleigh has been canceled. I contacted Qatar airways and they told me that as the flight was booked through Flipkart, so according to airlines policy Flipkart is responsible for rescheduling the flight. Then I contacted Flipkart and requested a connecting flight from Boston to Raleigh.Customer service executive told me that as the flight is booked under the same PNR, they cant provide a connecting flight from Boston to Raleigh, but they will reschedule the entire flight and will book a new flight from New Delhi to Raleigh with Qatar airways for 6th August 2021 and there will be no charges for rescheduling. I agreed to this and asked them to send the ticket by email. I didn't receive any email on 18th July. The next day, one of the customer executives called me and told me that there is no flight available on 6th August 2021 and we can check flights for 7th and 8th august. Unwillingly, I agreed to this and asked them to send the options available. They sent one option for 8th August 2021 on 19th July 2021 and within 20 minutes I asked them to reschedule to this date. Two hours after my confirmation, I received another call from Flipkart that there are no seats available on that flight and they told me that we will revert with more options. After one hour they called again and told me that no flight is available on specified dates and they asked if I am ok with a flight on 9th August 2021. Reluctantly, I said yes and asked for an itinerary. I did not receive any mail from them after that.The next day morning they called me and told me that there are no flights available till 15th August 2021. After that I checked Flipkart's portal for flights from Delhi to Raleigh between 6th and 8th August 2021 operated by Qatar Airways, I could find 6 flights. When I asked the customer support executive to book one of these flights he started asking for rescheduling charges up to Rs.100000 as the flight prices have hiked in the last two days. Finally, when I asked for a refund they told me that there will be cancellation charges and they can't refund the entire amount. Flipkart is providing no support and is trying to loot money from their customers. If I try to book the same flight today, it will cost me around Rs.265000. They are harassing me for the past 13 days. It's been 13 days that this issue has been raised.Every time I call customer care they tell me that the backend team will contact me within the next 24-48 hours, but I haven't received any response for the past 8 days. I asked for talking with the supervisor and I was told that I will receive a call within the next 2 hours and that didn't happen as well. On asking customer care to send a mail specifying the deadline of the issue resolution, the customer care executive says that they don't have access to send the e-mail. I have been calling customer care 3-4 times a day for the past 13 days regarding this issue.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart Review | Flipkart online Review | Reviews,"Flipkart Flipkart.comis one of the worst ecommerce I come across, This is Original Review reg Flipkart, I have ordered a bat and I had received a damaged product and Flipkart give me assurance that it will be replaced you will receive good product and better service next time. After 1 week it was replaced with another bat and that is also a damaged product and I spoke to customer care regarding the same after spoken with 15 executives team leader came you have to compromise with seller policy and a customer have to face the consequences there in seller policy. They will give much preference to seller not for the customer. And I have recored all the calls.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart.com review,I prefer flipkart to buy products.flipkart offers good services.the packing procedure of flipkart is most attractive.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,1,Positive
Flipkart.com,925076148,Good for shopping in India,This website is very good for shopping from India. I have ordered more than 100 products. Timely delivery and good customer service.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,2,Positive
Flipkart.com,925076148,Work Flipkart service and return policies,"I brought Monitor from Flipkart, but I received, worst, used and damaged product, requested for refund or exchange multiple time each day, but their customer service is worst and bound to seller, they don't even care about customer happiness, selling used and fraud products, don't buy from Flipkart, they said they are only marketing  the seller items, they are not responsible for the products customer receive, instead better buy from AmazonFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,They will cheat customers while doing mobile excha,"They will cheat customers while doing a mobile exchange, they will show one price while purchasing and give an amount while exchanging-> return policy is too badFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Oppo Reno 5 pro buyback offer,"I had purchased oppo Reno 5 pro 5g mobile on flipkart in jan 2021. It came with buyback offer of Rs 25, 200/- incase we exchange with some other mobile within 1 year. When I try  to exchange this phone with other brand phone it is not getting added on payment page during this ongoing sale. If I try to exchange with oppo Reno 6 pro it is getting selected . Terms and condition clearly state that new Phone should be of higher value, it does not mention any particular brand. It is a scam by Flipkart to sell products which benefit them orher than the customers.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart Travel - AirTicket refund (open timeline),"My first ever service relation with Flipkart travel is a nightmare, booked a flight ticket for family on flipkart app on 02nd May for 04th May'21 journey, however, flight was canceled by Airindia. AirIndia website states the refund timeline is 21days max, however, flipkart would like to retain customers amount  freely for 120 days without a technical reason.I enquired with Airindia Hyderabad office and after 80 days also the refund process was not initiated by Flipkart, when Airlines are ready to refund in a weeks times why to retain customers amount for 120 days which is strictly not acceptable.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Fraud Company,"Its not good company, its very cheap. Not sending proper product and in replacement same product send again, I have complaint on Consumer court against FlipKart.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart not provide service,Flipkart not delivered thinks in even smoll town I orders thinks but they not takes my order. But flipkart provided good service in city's they gives good offers on iteam compare other online website. my suggestion if u live city's best buy electronic thinks in flipkart. they will gave service in village thats helps to poor people alsoFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,1,Positive
Flipkart.com,925076148,Account has not working,Dear sirMy account not working please re-active  my account bearing mobile no 9856406258.ThankyouFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,1,Negative
Flipkart.com,925076148,Painted black rice,POISON! When I opened the packet there was a strong paint smell.when I scratched the rice scales of black paint came from the rice.SHOCKING.please dont buy from this brand I brought more than 8 kgs from this brand. I am very much dissatisfied with flipkart on having such brands. When you deliver food product you should check the quality. Giving people poison in the name of food is an immoral and irresponsible act.As you can see in the pictures the paint layer comes off the rice surface when you scratch it. I have purchased many organic products from different sites and different brands and this is the first time I am encountering a fraud company.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Its a Flopkart,"Mostly you are on luck when you order from Flipkart.If you are ordering small product like pendrive, you may get support if you have received defective product but if it is an appliance washing machine or AC.Your money is gone, the process is super complicated and you will quit half way that's what flipkart wants.order-OD122407090868429000Also their support team disconnects the call or leave the chat half way if they know its a big appliance.Always go for Amazon or any other website, Flipkart is not trustworthy when you need support.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart failed to deliver my order,Flipkart failed to deliver my order twice and they cancelled it on their side with an email saying that the courier service was unable to reach me on my phone or address. That is an absolute lie. They never contacted me regarding this order. Why do you wanna hide your failure by sending such emails to customer? Don't you even have the courtesy to reach out to the customer and let them know in case the order could not be delivered and don't you even try investigating with your partners and vendors. This is shame!Order ID: OD122408357663227000Incident: IN21073115473552780369Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Credit Limit for Verified users,I am using a Flipkart In many years and recently only I know the Flipkart will provide the credit limit for KYC verified users and immediately I will activate the feature it's awesomeFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,1,Positive
Flipkart.com,925076148,GOOD E-COMMERCE SITE,"Hi friends, I bought three sarees on Flipkart site.i received good quality and beautiful sarees but it's take some time to deliver but its okFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",2,Positive
Flipkart.com,925076148,Flipkart give me Faulty refurbished Realme C20 ,"Dont Buy any Gadget to get 10% 15% Discount on Flipkart They are selling refurbished products.I purchased Real me C20Order noâOD222398123990002000No one ready to Resolve my problem just Playing on email/SMS/CalssHi All,Befor a week I have ordered Realme C20 phone from Flipkart in exchange offer worth 6999 and I have received on 27july. I opened the box and found the phone is Faulty with multiple problems.Below are mentioned issues:1.Display issue( Small white blinking spot)2.Hanging issue3.Speaker Issue ( Voice break while playing video)4.Restart automaticallyI called helpline explained everything about problem. Further they arranged technician visit which has been completed.Technician visited and PFB statement on above said issue.There is no spot on phone because its small and not visible in day time.The phone will definitely hang due to low quality processor.The Sound quality of speaker is low so that why you are facing sound issue.Phone reset He said phone is not Reset in front of me .He said Device is ok Issue Resolved. What the hell is this? In 5 to 10 minutes How could you say that the is OK? Then I talked to Technician manager and He said SOP is passed it means nothing wrong with the phone. If you still have problem then Talk to Flipkart. Technician went and I received message that Technician visit done and Return Request Has been Canceled.Again. I have submitted Return request and I received 2 calls from customer care. He/She both said once again We have scheduled technician visit for the resolution of this issue? What the hell is this. Do you think I am a fool or you are trying to make me fool.Listen I have paid full amount for new phone not faulty phone. So do the needful and provide me Brand new Handset as soon as possible. I am fed-up from all of you by calling and texting youIf you cannot give me Brand new replacement then GIVE MY HARD EARN MONEY BACK.DONT MAKE FUN OF ME.Today 4-8-2021 Again Technician visit has been done and My problem havenât resolved ââââFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,My iphone 11,"Well im very dissapointed with the  flipkarts services the thing is  i just bought the iphone 11 from flipkart which did not switch on at all i tried everything  charged it upto 3 hrs also tried different chargers but nothing so  logically i  requested for the refund but well of course got rejected, so my advice never buy electronics from flipkart .....Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Why you provide unseal product,I'm long time flipkart user&buyer but this is my 1st time experience I recive original seal broken and it try to cover loacal tape product box condition also poor. I think any one it purchase already from flipkart and there after product return also same product delivered to me. So it's mean it is 2nd hand product so why you people  are charged like a new products.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Good service they provide,As many of the option I used on this platform. I never get disagree with their service they deliver our ordered on right time or before the time of expected delivery dates  sometimes. And I never faced  problems in returning the products with this platform . It is also one of the most popular platform for online shopping. I also used many times this platform for my many of the products. They sell the products also in valuable prices as expected . And this application runs softly to hang up I seen in it.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,2,Positive
Flipkart.com,925076148,Flipkart travel is a scam,"I had booked a flight from New Delhi to Raleigh on 16th July 2021(PNR: 2HJR75). The flight was from Qatar airways and I booked the flight through Flipkart travel. The flight route was New Delhi -> Doha -> Boston -> Raleigh for 6th August 2021. On 18th July 2021, I received an email from Qatar airways that my flight from Boston to Raleigh has been canceled. I contacted Qatar airways and they told me that as the flight was booked through Flipkart, so according to airlines policy Flipkart is responsible for rescheduling the flight. Then I contacted Flipkart and requested a connecting flight from Boston to Raleigh.Customer service executive told me that as the flight is booked under the same PNR, they cant provide a connecting flight from Boston to Raleigh, but they will reschedule the entire flight and will book a new flight from New Delhi to Raleigh with Qatar airways for 6th August 2021 and there will be no charges for rescheduling. I agreed to this and asked them to send the ticket by email. I didn't receive any email on 18th July. The next day, one of the customer executives called me and told me that there is no flight available on 6th August 2021 and we can check flights for 7th and 8th august. Unwillingly, I agreed to this and asked them to send the options available. They sent one option for 8th August 2021 on 19th July 2021 and within 20 minutes I asked them to reschedule to this date. Two hours after my confirmation, I received another call from Flipkart that there are no seats available on that flight and they told me that we will revert with more options. After one hour they called again and told me that no flight is available on specified dates and they asked if I am ok with a flight on 9th August 2021. Reluctantly, I said yes and asked for an itinerary. I did not receive any mail from them after that.The next day morning they called me and told me that there are no flights available till 15th August 2021. After that I checked Flipkart's portal for flights from Delhi to Raleigh between 6th and 8th August 2021 operated by Qatar Airways, I could find 6 flights. When I asked the customer support executive to book one of these flights he started asking for rescheduling charges up to Rs.100000 as the flight prices have hiked in the last two days. Finally, when I asked for a refund they told me that there will be cancellation charges and they can't refund the entire amount. Flipkart is providing no support and is trying to loot money from their customers. If I try to book the same flight today, it will cost me around Rs.265000. They are harassing me for the past 13 days. It's been 13 days that this issue has been raised.Every time I call customer care they tell me that the backend team will contact me within the next 24-48 hours, but I haven't received any response for the past 8 days. I asked for talking with the supervisor and I was told that I will receive a call within the next 2 hours and that didn't happen as well. On asking customer care to send a mail specifying the deadline of the issue resolution, the customer care executive says that they don't have access to send the e-mail. I have been calling customer care 3-4 times a day for the past 13 days regarding this issue.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart Review | Flipkart online Review | Reviews,"Flipkart Flipkart.comis one of the worst ecommerce I come across, This is Original Review reg Flipkart, I have ordered a bat and I had received a damaged product and Flipkart give me assurance that it will be replaced you will receive good product and better service next time. After 1 week it was replaced with another bat and that is also a damaged product and I spoke to customer care regarding the same after spoken with 15 executives team leader came you have to compromise with seller policy and a customer have to face the consequences there in seller policy. They will give much preference to seller not for the customer. And I have recored all the calls.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart.com review,I prefer flipkart to buy products.flipkart offers good services.the packing procedure of flipkart is most attractive.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,1,Positive
Flipkart.com,925076148,Good for shopping in India,This website is very good for shopping from India. I have ordered more than 100 products. Timely delivery and good customer service.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,2,Positive
Flipkart.com,925076148,Work Flipkart service and return policies,"I brought Monitor from Flipkart, but I received, worst, used and damaged product, requested for refund or exchange multiple time each day, but their customer service is worst and bound to seller, they don't even care about customer happiness, selling used and fraud products, don't buy from Flipkart, they said they are only marketing  the seller items, they are not responsible for the products customer receive, instead better buy from AmazonFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,They will cheat customers while doing mobile excha,"They will cheat customers while doing a mobile exchange, they will show one price while purchasing and give an amount while exchanging-> return policy is too badFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Oppo Reno 5 pro buyback offer,"I had purchased oppo Reno 5 pro 5g mobile on flipkart in jan 2021. It came with buyback offer of Rs 25, 200/- incase we exchange with some other mobile within 1 year. When I try  to exchange this phone with other brand phone it is not getting added on payment page during this ongoing sale. If I try to exchange with oppo Reno 6 pro it is getting selected . Terms and condition clearly state that new Phone should be of higher value, it does not mention any particular brand. It is a scam by Flipkart to sell products which benefit them orher than the customers.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Flipkart Travel - AirTicket refund (open timeline),"My first ever service relation with Flipkart travel is a nightmare, booked a flight ticket for family on flipkart app on 02nd May for 04th May'21 journey, however, flight was canceled by Airindia. AirIndia website states the refund timeline is 21days max, however, flipkart would like to retain customers amount  freely for 120 days without a technical reason.I enquired with Airindia Hyderabad office and after 80 days also the refund process was not initiated by Flipkart, when Airlines are ready to refund in a weeks times why to retain customers amount for 120 days which is strictly not acceptable.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Fraud Company,"Its not good company, its very cheap. Not sending proper product and in replacement same product send again, I have complaint on Consumer court against FlipKart.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Delayed service,They are taking very much delay. They are not even to give contact details for the hub. Customer care also simply said will give you tomorrow. This continued for 1 week. Finally I cancelled the order. Very worst service from flipkart. They are losing our trustFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Do not Take Account Maneger Paid Serivce,I am Not satisfied with your account manager service I recommencement to all of my Business friends for do not to take this service from Flipkart because Rs. 7080/- is 100% wastage if you take Paid Account Manager Service from FlipkartFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Disappointed me,This product is very cheap and  the rate is so costlyFinally I'll not recommend to any oneIf u bye this product so u have to be careful and it maybe changes that u will not get the best products as u expectedFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Best site,It is a best site for purchasing products. I am using this site for 2years . Good services to provide and product items was also goodFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,1,Positive
Flipkart.com,925076148,Flipkart electronic items,"It is best site for purchasing electronics item. It will provide lowest price of electronics item , it delivery process is very fast tgrough ekart . If you are in metropolitan city then it will deliver your product next day or day after tomorrow . I am sharing you my personal exprience. It also has plus member facility . If you are plus member it will give you more faster delivery and no cost on delivery. Sales start for plus member 1 day earlier. And during big billion day , it has lowest price of electronic appFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",1,Positive
Flipkart.com,925076148,Dreadful Service,"We got a laptop from FlipKart, and the product given was faulty. The technician came and checked it and gave a faulty certificate and sealed the product. It has been more than 20 days and we have still not been given the money back. After calling FlipKart many times we have been given 10 more days to complete the process.This is ridiculous, and the process takes longer a time than expected.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Induction cooktop,Flipkart service is one of the bad packing service givingI have got damage product also very bad packing box it's look like 5 years back this packing box also broken items I got after information flipkart service company has not send me back my replacement they told by 17 you will gate product again they charge the date to 19 then finally they have cancelled my order now I spend rs 2999 money I'm very bad feeling about this flipkart service company I waited for my money returns backFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Flipkart is not very good,"I had ordered a bag from this site , in site it is shown that the quality is very good but when it delivered I saw its quality that it is very worst and bindings are very weak .Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Refund,Take my personal advice never order any electronic item from flipkart. If in case you doesn't like the product. They will not return the item. Costumer service is worse first they told we'll return your product then cancel mt return request. Don't ever buy anything from them.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Onion essence shampoo,It's amazing and I love it ?? this onion shampoo is love I loved it for my hair would like to order again this amazing product thank u flipcartFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,2,Positive
Flipkart.com,925076148,Not what it used to be before,The prices displayed in the website is always very high in comparison to the MRP. Their delivery and return services are also very inconvinient. I had bought a treadmill and they did not take the return and harassed me for 6 months. I had also bought a pen drive and it was priced at 500rs when the MRP was 300rs. I had to return the product. They even send me some pirated copies of books. Please use other online shopping sites or do a detailed research on prices before ordering from this site.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Wrong product delivery,I've done several purchase from this app. But it's so disappointing at this moment. I've purchased a celeing fan and recived a wrong product so I complained and ask them to replace it. The next delivery I got the same wrong product with new packing. They are doing the same mistake againand  again. So I decided to give back this product and refund my amount. Still now I don't receive any calls or response from there part. It's like a cheeting. And this is the worst experience for me from this app.  I think Amazon I'd better than this. ..Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Fraud replacement policy of Flipkart,"I purchased an oppo f17 pro on 5th July 2021 with order ID OD122234294585450000. The product was delivered on 6th July. After using two days, I realised my voice is not reaching to the other person on call. So I raised a complaint and asked for resolution. They arranged a technician visit who came and did nothing except saying your device is fine. I formatted the device as I was unable to make calls clearly and started using. It worked fine for 2 more days and third day when the issue started. When I complained, they arranged another visit by the same person and again he came and did nothing. He said your issue is random so ask Flipkart for replacement. Now Flipkart is asking me to visit service center and get a jobsheet. Which is not acceptable. I had raised the complaint within the 7 days policy and asking for a replacement. But they are not helping.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Return policy not good,"I ordered the same product on July 11th and July 12th from the same seller and both times I got different sizes, I ordered the extra-large size and I got the bigger size. Order details mentioned below:Order Id: OD222280280617814000Order Id: OD222294836114738000Now I will share my experience which is based on the experience I got from your support team on chat and call.I've never seen a service like this from any company, worst experience#FlipkartFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Return policy very poor,"If you send a return request on flipkart, they accept it first and then after 2 days reject the return request.And if you talk to their customer executive then they will say that ma'am we check you and tell you, wait a few days and anyway you have applied for the request again.And if you talk to his customer executive, he will say that ma'am, we will check you and tell you, wait for a few days.After that he does not take any step, then on repeated calls, he says sorry ma'am, wait for a few days, you will get your return product.And when you threaten them on twitter and say that we can't put anyone else on your.When they threaten Twitter and say that we will not allow our friend to shop from flipkart, then they take any option and complain in their head quarter, after that the product is returned and refund is given.Flipkart takes at least 15 to 20 days to return and refund.That's why I find their return and refund policy very poor and useless as they do not do any work on time.I request the weaver that whenever you buy any ordinary item or thing by cutting the lip, then look carefully and buy only because if you want to get the return done in the return policy, then your lot of time will be wasted and it will not work on time. If you do and want to hesitate to take back the respect, then carefully buy any item from Flipkart.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Black marketing by Flipkart. Buy from Amazon.,"Flipkart now a days is cheating on customers. They declare a product out of stock or cannot ship to the location, if they do not want that a customer buys the product, so that they can increase the price and sell it.This is pure black marketing. Please boycott flipkart and buy your stuffs from amazon. Amazon cares about their customers and that is why they are growing.I would rate flipkart as corrupt.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Not able to deliver order on the stipulated time,No care for customer time and delivery commitments . Unwanted delay in order delivery . Most importantly no channel to talk to a CCE to get an update on your orders. O made a mistake by choosing FLIPKART for my online purchase . Will not make this mistake agaimFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Scam in Mobiles,WORST Customer Service.Purchased one PocoM2 with One year complete mobile protection policy Number:CMFK030221001526 .now when my phone damaged in accident and trying to avail that insurance claim you guys are giving Poco Customer care number what a pathetic CS guys.call multiple times.still there is no positive response.no helpFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
Flipkart.com,925076148,Worst service ever,"I've been waiting for an installation of bed which I bought from Flipkart on June 24th.. still I am sleeping on floor.. no one still called for installation, ..infinite number of calls made to Flipkart..many times Flipkart drops the call..without installation return period is over..customer care is hell ...can't get connected.. even though connected inexperienced staff and don't expect a proper resolution..they are not even taking it back .now stuck with the product..Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",0,Negative
Flipkart.com,925076148,Worst customer service,Worst delivery services and dubbed worst customer services they just acting like they trying to resolve the issue but practically they just play with customers pls don't pay in advance if do shopping pls choose COD option or don't choose FlipkartFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,0,Negative
